Deck Name,URL,Player,Card Kingdom,TCG Player,Manatraders,Cardhoarder,Format
Death's Shadow,http://www.mtgtop8.com/event?e=26931&d=410189&f=MO,Oono Seita,855,997,34.95,263,MO
Humans,http://www.mtgtop8.com/event?e=27309&d=416312&f=MO,Inada Keisuke,710,755,34.95,291,MO
Humans,http://www.mtgtop8.com/event?e=26713&d=406951&f=MO,Inada Keisuke,745,775,34.95,291,MO
Azorius Humans,http://www.mtgtop8.com/event?e=27081&d=412896&f=MO,Ushinohama Takashi,387,512,9.95,168,MO
Humans,http://www.mtgtop8.com/event?e=26706&d=406856&f=MO,darklingseven,774,804,34.95,335,MO
Merfolk,http://www.mtgtop8.com/event?e=27330&d=416576&f=MO,Nikachu,1039,1744,59.95,664,MO
Merfolk,http://www.mtgtop8.com/event?e=27437&d=417894&f=MO,superaitch,254,1080,9.95,82,MO
Merfolk,http://www.mtgtop8.com/event?e=27152&d=413632&f=MO,Nicola Zeni,611,1424,59.95,535,MO
Merfolk,http://www.mtgtop8.com/event?e=27233&d=414336&f=MO,Nikachu,1034,1762,59.95,664,MO
Merfolk,http://www.mtgtop8.com/event?e=27012&d=411676&f=MO,remf,797,1535,59.95,546,MO
Merfolk,http://www.mtgtop8.com/event?e=27309&d=416304&f=MO,Sawada Ryou,581,1394,59.95,418,MO
Merfolk,http://www.mtgtop8.com/event?e=26965&d=411105&f=MO,flatnose,905,1679,59.95,607,MO
Merfolk,http://www.mtgtop8.com/event?e=26840&d=409088&f=MO,MissTrigger,797,1535,59.95,552,MO
Goblins,http://www.mtgtop8.com/event?e=27417&d=417640&f=MO,Nishimoto Kouhei,937,1090,34.95,293,MO
Merfolk,http://www.mtgtop8.com/event?e=27081&d=412872&f=MO,Akedo Akihiro,797,1535,59.95,552,MO
Goblins,http://www.mtgtop8.com/event?e=27152&d=413637&f=MO,Lorenzo Pensierini,800,911,34.95,237,MO
Goblins,http://www.mtgtop8.com/event?e=27352&d=416892&f=MO,Brugnoli Matteo,792,890,34.95,225,MO
Goblins,http://www.mtgtop8.com/event?e=27380&d=417151&f=MO,Tomita Shunsuke,1064,1142,34.95,289,MO
Goblins,http://www.mtgtop8.com/event?e=26852&d=409266&f=MO,bozo2112,1074,1160,34.95,329,MO
Goblins,http://www.mtgtop8.com/event?e=26729&d=407151&f=MO,Yasui Masatoshi,932,1047,34.95,285,MO
Spirit Aggro,http://www.mtgtop8.com/event?e=27296&d=416185&f=MO,ragingpikey,675,734,34.95,376,MO
Hatebear,http://www.mtgtop8.com/event?e=27192&d=413947&f=MO,Justin Austin,632,595,34.95,173,MO
Hatebear,http://www.mtgtop8.com/event?e=26765&d=407585&f=MO,Matsumura Hideaki,640,606,34.95,181,MO
Spirit Aggro,http://www.mtgtop8.com/event?e=27410&d=417516&f=MO,RearrangedAS,698,762,59.95,463,MO
Goblins,http://www.mtgtop8.com/event?e=26675&d=406536&f=MO,umeboshijiisan,774,876,34.95,234,MO
Bant Spirit,http://www.mtgtop8.com/event?e=27437&d=417893&f=MO,DoctorQueller,897,985,59.95,457,MO
Hatebear,http://www.mtgtop8.com/event?e=26977&d=411252&f=MO,Parrit,585,584,34.95,195,MO
Winotax,http://www.mtgtop8.com/event?e=27118&d=413298&f=MO,Thomas Ricci,518,811,59.95,399,MO
Aura Hexproof,http://www.mtgtop8.com/event?e=27364&d=417016&f=MO,Nakagawa Natsuki,405,539,34.95,269,MO
Hatebear,http://www.mtgtop8.com/event?e=26717&d=406989&f=MO,ScreenwriterNY,484,533,34.95,209,MO
Bant Spirits,http://www.mtgtop8.com/event?e=27243&d=414443&f=MO,Nicolò Dell'amico,788,868,34.95,284,MO
Bant Spirits,http://www.mtgtop8.com/event?e=27098&d=413068&f=MO,Tommaso Altobel,711,824,34.95,350,MO
Spirit Aggro,http://www.mtgtop8.com/event?e=26914&d=409926&f=MO,DoctorQueller,696,766,34.95,394,MO
Aura Hexproof,http://www.mtgtop8.com/event?e=27296&d=416191&f=MO,rastaf,383,471,34.95,173,MO
Hatebear,http://www.mtgtop8.com/event?e=27437&d=417892&f=MO,lukystrike,506,556,34.95,187,MO
Bogles,http://www.mtgtop8.com/event?e=27181&d=413849&f=MO,"Valentin ""styx"" Neveux",368,458,34.95,125,MO
Aura Hexproof,http://www.mtgtop8.com/event?e=26977&d=411251&f=MO,Proliferate,357,441,9.95,111,MO
Aura Hexproof,http://www.mtgtop8.com/event?e=26914&d=409929&f=MO,tnequipa,347,438,9.95,109,MO
Aura Hexproof,http://www.mtgtop8.com/event?e=26805&d=408080&f=MO,XxquestionablyawesomexX,368,446,34.95,157,MO
Weenie White,http://www.mtgtop8.com/event?e=27080&d=412871&f=MO,Kasagawa Yousuke,384,417,34.95,134,MO
Devotion to White,http://www.mtgtop8.com/event?e=27330&d=416572&f=MO,Artem_Kuhtin,366,373,34.95,124,MO
Weenie White,http://www.mtgtop8.com/event?e=27184&d=413880&f=MO,cccaspar,440,453,34.95,130,MO
Weenie White,http://www.mtgtop8.com/event?e=27135&d=413448&f=MO,Kasagawa Yousuke,384,418,34.95,134,MO
Boros Hammer,http://www.mtgtop8.com/event?e=27242&d=414427&f=MO,The_GingerBrute,523,514,34.95,151,MO
Hardened Scales,http://www.mtgtop8.com/event?e=27417&d=417638&f=MO,Ikeda Takeshi,505,544,34.95,210,MO
Rw Crack,http://www.mtgtop8.com/event?e=27243&d=414441&f=MO,Nicola Zeni,301,686,34.95,273,MO
Hardened Scales,http://www.mtgtop8.com/event?e=27364&d=417014&f=MO,Sakaemura Itsuki,309,344,9.95,80,MO
Hardened Scales,http://www.mtgtop8.com/event?e=26913&d=409911&f=MO,Sakaemura Itsuki,307,340,9.95,74,MO
Boros Equipment,http://www.mtgtop8.com/event?e=27101&d=413101&f=MO,BaronOfBacon,469,468,34.95,146,MO
5c Elemental Value,http://www.mtgtop8.com/event?e=26706&d=406857&f=MO,Tarrasque1,653,662,34.95,272,MO
Boros Aggro,http://www.mtgtop8.com/event?e=26756&d=407485&f=MO,Wite1,418,773,34.95,161,MO
