Deck Name,URL,Player,Card Kingdom,TCG Player,Manatraders,Cardhoarder
UrzaTron,http://www.mtgtop8.com/event?e=27075&d=412820&f=MO,Takamori Yuuya,594,735,34.95,171
UrzaTron,http://www.mtgtop8.com/event?e=27106&d=413193&f=MO,BERNASTORRES,601,697,34.95,231
UrzaTron,http://www.mtgtop8.com/event?e=27184&d=413878&f=MO,raven0904,476,596,34.95,109
Tron,http://www.mtgtop8.com/event?e=27236&d=414355&f=MO,Arnaud Laperrouze,527,621,34.95,98
UrzaTron,http://www.mtgtop8.com/event?e=27341&d=416786&f=MO,Morita Masayuki,546,638,9.95,81
UrzaTron,http://www.mtgtop8.com/event?e=27161&d=413702&f=MO,Beenew,601,698,34.95,232
UrzaTron,http://www.mtgtop8.com/event?e=27212&d=414109&f=MO,Kawakami Hiroshi,591,701,34.95,235
UrzaTron,http://www.mtgtop8.com/event?e=27056&d=412662&f=MO,otakkun,554,636,34.95,246
UrzaTron,http://www.mtgtop8.com/event?e=26966&d=411124&f=MO,Trellon,635,673,34.95,270
UrzaTron,http://www.mtgtop8.com/event?e=26965&d=411100&f=MO,gazmon48,601,698,34.95,232
UrzaTron,http://www.mtgtop8.com/event?e=27198&d=413999&f=MO,Takano Masato,639,725,34.95,257
UrzaTron,http://www.mtgtop8.com/event?e=27081&d=412900&f=MO,Takano Masato,646,742,34.95,243
Bant Midrange,http://www.mtgtop8.com/event?e=27318&d=416423&f=MO,Shin Antsu,1195,1884,59.95,556
